product_id,product_name,product_name_original,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
9b393d3360316521a943267765a47fbf,Shampoo Anticaspa 300ml,,beleza_saude,52,572,1,300,17,14,14
d3f4f3de0f4576184674937d1e9cecca,Trem Elétrico com Luzes e Som,,brinquedos,51,122,4,450,20,31,30
53b36df67ebb7c41585e8d54d6772e08,Relógio Esportivo Resistente à Água,,relogios_presentes,33,523,3,584,16,11,13
9b191ab94826390cd135c837fb7bc881,Cama Mesa Banho - 2kg - 20x30x30cm,,cama_mesa_banho,56,729,1,2700,20,30,30
b5075db67f027daed66cc97a6626a7b8,Cama Mesa Banho - 4kg - 34x10x38cm,,cama_mesa_banho,58,663,1,4200,34,10,38
9ce90721c582bede1c152150a883b801,Jogo de Blocos 200pç,,brinquedos,54,240,1,300,20,20,20
4a0c2a56e65c941a0bb9874c47dd66d8,Cama Mesa Banho - 1kg - 30x20x26cm,,cama_mesa_banho,58,2375,6,1400,30,20,26
a56af7192032f295ac582a2d70e4caba,Capa para iPhone 13,,telefonia,57,1887,2,600,23,18,20
6b1b29dd58c0342e04f9063e070bd6ac,Camiseta Geek Estampada,,cool_stuff,52,894,1,2250,34,52,30
361b81e3cae3b21bd0119793c5399717,Artigos De Festas - 4kg - 102x12x12cm,,artigos_de_festas,45,499,6,4500,102,12,12
66b5f91356d928ae807ab4ee547f5e3e,Tapete Higiênico Cachorro 40x50cm,,pet_shop,47,115,6,500,20,20,20
61aa436324fa31453598a454e10b2cb7,Raquete de Tênis Júnior,,esporte_lazer,55,800,1,900,23,18,18
97593959fc8ee0c67ac6c5a33fe61f4b,Relógio Casual Masculino,,relogios_presentes,55,943,4,450,16,11,12
96f6baf4d6a2f7c90932573600903489,Casa Conforto - 700g - 18x12x18cm,,casa_conforto,30,503,1,700,18,12,18
1e56c680b07833e85fec6904b2c7e4b8,Tapete Higiênico Cachorro 40x50cm,,pet_shop,58,502,4,200,27,9,26
1ac09f60f3c3bc2021c637ef23fa3248,Boneca Articulada 30cm,,brinquedos,31,735,3,600,20,20,20
e4003447524c275bcd706d07068b3f3d,Capa para iPhone 13,,telefonia,25,287,1,75,19,3,11
d389bacae4eb98af95b782dae3b7f03a,Relógio Esportivo com GPS,,relogios_presentes,50,589,2,600,19,10,15
73deb4d29b1361deb8e78b75478f210e,Raquete de Tênis Júnior,,esporte_lazer,60,1596,3,750,30,11,20
baf76b06184501269d8e44228cc940ac,Aromatizante Automotivo Baunilha,,automotivo,60,332,2,100,16,5,16
c2df3d01bc5d236c85400b0d432bf97b,Controle com Fio para Xbox Series X,,consoles_games,15,728,1,110,17,2,14
98600823ba81f3ba76386dac7c31ee06,Creme Dental Branqueador 120g,,beleza_saude,47,1115,3,125,24,12,20
036734b5a58d5d4f46b0616ddc047ced,Capa para Samsung Galaxy S23,,telefonia,58,751,5,300,17,4,12
e29f2f8197f332ab172ad9ea6566853d,Teclado Multimídia ABNT2,,informatica_acessorios,59,445,1,133,16,12,15
dd7a209a646c04c176d7e9e9c855eeac,Raquete de Tênis Júnior,,esporte_lazer,51,546,3,750,23,28,38
e7ef7e0bc312196681f8304cf7ddd92e,Aromatizante Automotivo Lavanda,,automotivo,37,269,3,6700,70,25,22
893c4e4b07dcb5a590645ddeb8894cb5,Moveis Cozinha Area De Servico Jantar E Jardim - 16kg - 40x30x40cm,,moveis_cozinha_area_de_servico_jantar_e_jardim,60,137,1,16900,40,30,40
2954628cc646e129a849918ab2b366ee,Limpa Para-brisas 1L,,automotivo,59,651,5,4200,78,4,47
71685103d269d757074595a20bb82211,Carregador Rápido USB-C 30W,,telefonia,60,776,6,100,17,4,12
bc7496ccc90a64c022a56021c65c9cda,Lixeira Automática 12L,,utilidades_domesticas,28,238,1,150,26,16,16
c1b555c58d48d228480072f1492cc14f,Cama Mesa Banho - 550g - 23x37x35cm,,cama_mesa_banho,42,331,1,550,23,37,35
a22f707cfd269773138c3bf3a43f6180,Luminária Pendente Moderna,,moveis_decoracao,25,253,3,7000,25,25,25
b98546b83abd474d9517e36a1eddbc22,Raquete de Tênis Júnior,,esporte_lazer,56,617,3,1100,32,9,21
13ccab6df565f4b742fcd81031be9aaa,Boneca Articulada 30cm,,brinquedos,44,1250,4,3850,35,26,41
1860b96949f9ff0adcd5e2c340d32e12,Carregador Veicular Bluetooth FM,,automotivo,51,966,3,800,21,8,14
87aa68bb4f8c5d53b7a6a496ce10d86c,Coleira Antipulgas 8 Meses,,pet_shop,55,703,1,1500,50,30,33
a1766f2d27b4e90a0d78d8e115295399,Perfume Aventus 50ml,,perfumaria,58,942,2,450,16,16,22
1fcaf044ff67ca59df3f6cc560d9fbfc,Bola de Futebol Oficial (Edição Especial),,esporte_lazer,31,958,3,2350,92,4,24
654feb81aa65850b1962980f21be1525,Shampoo Anticaspa 300ml,,beleza_saude,51,309,1,700,28,10,11
fddede0d4854d07dbb9bcf3b090697f3,Limpa Para-brisas 500ml,,automotivo,53,357,2,500,16,16,12
a1fcd4b731530eed7fa5531f3f0c2fe0,Cama Mesa Banho - 2kg - 40x6x29cm,,cama_mesa_banho,51,231,1,2100,40,6,29
4b54c1f607b7a55ec9a34555b5607539,Aromatizante Automotivo Lavanda,,automotivo,57,703,6,4700,47,19,23
5445335704bf8a32827f3bf6b9701ed9,Bola de Futebol Oficial,,esporte_lazer,39,468,1,200,20,20,20
88cd1536cced07ce8b7eb699521f841e,Cama Mesa Banho - 900g - 16x10x16cm,,cama_mesa_banho,55,514,1,900,16,10,16
1175dc374bce5c9d93c4d4281d8d85d7,Ámbar Noche Eau de Parfum,,perfumaria,52,693,1,400,18,18,18
5c3f833c3941c6353fd0cc51686a1101,Teclado Multimídia ABNT2,,informatica_acessorios,54,1785,1,7000,57,11,52
cb57afec681197430ddab41d90304aba,Balão de Voleibol Praia,,esporte_lazer,55,416,1,400,22,5,20
ffa5d8273d8e03363bb4014de3f89dce,Brinquedo Mordedor para Cães,,pet_shop,50,619,5,1150,40,20,30
2c71e9b9845634cb1ea6285a8f3cbf50,Webcam Full HD 1080p,,eletronicos,54,381,2,100,16,8,16
31a3ac2bdbd4af5074e25c5e92ca71ab,Cimento Portland 50kg,,casa_construcao,57,707,1,10100,30,61,30
2500fb88ba75d71bd264e88b4da5b44b,Capa para iPhone 13,,telefonia,55,370,1,250,16,8,11
95b6e8160fbea38f306a26e66a6465a3,Aromatizante Automotivo Lavanda,,automotivo,59,555,1,4500,59,10,59
003128f981470c3e5a2e7445e4a771cd,Balão de Voleibol Praia,,esporte_lazer,59,1100,6,1550,16,10,16
8058b0067728a211c68874081e7352d4,Bola de Futebol Oficial,,esporte_lazer,56,1720,1,1000,20,20,14
57b46ac6f5503699255bab6cdde8222f,Cama Mesa Banho - 3kg - 55x25x35cm,,cama_mesa_banho,58,184,1,3000,55,25,35
3ac52f93c2299daa201fbb7ff36546f7,Pendrive 32GB USB 3.0,,informatica_acessorios,60,401,2,150,16,5,15
ac4005f3f9d2fba6bb8feb0ee1dc1395,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,30,167,1,2150,21,4,71
45af837344fa95e1fb3a840e9ffd8bf4,Raquete de Tênis Júnior,,esporte_lazer,49,515,1,550,27,25,25
375478581c97832540b9209722a32058,Fralda Ecológica Tam M (50un),,bebes,60,566,1,17600,65,36,45
d31bf2a9527a3b785e229da07cbb86af,Lixeira Automática 12L,,utilidades_domesticas,30,299,2,250,16,23,14
fe705ffbaa3804c5562b8b1046157a6c,Shampoo Anticaspa 500ml,,beleza_saude,46,803,1,350,22,3,15
155eae0f604655ce68005b34cb88b7c9,Furadeira de Impacto 500W,,construcao_ferramentas_construcao,52,3500,3,2700,16,11,11
e9896cd67d67e394cc2d3b0ecfd11eb2,Necessaire Viagem 5 Compartimentos,,malas_acessorios,56,488,3,17150,36,48,56
2eb9b2ef7c1da3c7b99702452ea4729f,Tablets Impressao Imagem - 300g - 26x3x26cm,,tablets_impressao_imagem,64,547,3,300,26,3,26
709839bfd3ba2c923015e0a5de970a7d,Protetor Solar FPS 50,,beleza_saude,32,1883,1,250,17,12,12
fc5c33cddd49638580cfe9fec90aa943,Berço Portátil Dobrável,,bebes,16,978,1,300,16,8,11
2fad6925ba23d76e45c9496828e62a79,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,59,760,2,650,20,11,15
1ffe0f57d9bad302d252f7df6d6d29fc,Limpa Para-brisas 1L,,automotivo,59,1391,3,1700,34,18,16
49feeab25d6531f4bbd4e9e7c926cf36,Fashion Bolsas E Acessorios - 200g - 16x2x11cm,,fashion_bolsas_e_acessorios,48,731,1,200,16,2,11
aeb4a18fc6dad1f6cb6474d69f634ad2,Cama Mesa Banho - 6kg - 30x30x30cm,,cama_mesa_banho,55,617,1,6400,30,30,30
58493ca240e8c701678576a04c2d6336,Smartwatch Série 7,,eletronicos,52,537,1,200,21,7,14
b7ffd29379437fd3b580dd2deb8e50c4,Cama Mesa Banho - 1kg - 50x11x11cm,,cama_mesa_banho,59,497,2,1350,50,11,11
0dc7e2749b6f2da894167fc88c86a2cc,Boneca Articulada 30cm,,brinquedos,30,1155,1,263,19,14,16
146a4eb8f7cef9788fecff10b104dec3,Livro O Poder do Hábito,,livros_interesse_geral,10,2068,1,1000,33,6,22
1ed390fc2e1df06251341c288d315eea,Balão de Voleibol Praia,,esporte_lazer,56,1236,1,4350,20,20,20
693567e68c0e3d72dc3ae88159aeed6c,Prateleira Flutuante para Sala,,moveis_decoracao,54,315,1,303,14,14,28
c9cfa62f6407e7bad1a59a8ad7255d4e,Carregador Rápido USB-C 30W,,telefonia,56,214,2,200,22,16,16
94e25ee525bdcdce608d423d902a0372,Alimentos Bebidas - 2kg - 17x22x17cm,,alimentos_bebidas,58,457,3,2950,17,22,17
a53e969a04fa632529307e0e04d4c68a,Pendrive 32GB USB 3.0,,informatica_acessorios,54,90,2,100,16,8,11
b8fd372c103037c02e9898f76ba0ab4c,Luminária LED Multicolorida,,cool_stuff,35,240,3,130,100,25,35
3512f777c335f8297b5ad43416b69cf8,Cama Mesa Banho - 350g - 16x10x16cm,,cama_mesa_banho,49,476,1,350,16,10,16
ccf965dc2dedc243ce245610ffcc1e6b,Luminária Pendente Vintage,,moveis_decoracao,33,106,2,250,20,20,20
66f01f544ba693e1a1a7428caec79279,Espelho Decorativo Ovalado,,moveis_decoracao,54,757,6,3300,19,7,16
7aeaa8f3e592e380c420e8910a717255,Sanduicheira Elétrica Grill,,eletrodomesticos,37,1642,10,5500,29,37,25
7f6f8bdeee8ab42b5b4873b754f22a15,Caderno Universitário 100fls,,papelaria,41,312,2,200,24,7,14
c7b17e51e4a7c527e89a7d5cf6f2415a,Chave de Fenda 6x100mm,,construcao_ferramentas_construcao,56,1133,1,4200,30,20,20
3099fd60323d4c647f2515690394bfb2,Shampoo Anticaspa 500ml,,beleza_saude,41,1109,1,217,17,10,14
446e83f3f31931e9eda31363bde07293,Moveis Sala - 5kg - 20x5x60cm,,moveis_sala,55,595,1,5600,20,5,60
44dc6124432da8482da2977dbfa88f59,Shampoo Anticaspa 300ml,,beleza_saude,59,1343,2,150,16,13,11
dd28e3f8ffd0e519d30839eb27ccfae3,Pendrive 32GB USB 3.0,,informatica_acessorios,55,956,3,239,27,8,16
a853bf1a5f8d9f04f5df123168164720,Livros Importados - 1kg - 29x9x18cm,,livros_importados,63,1071,7,1300,29,9,18
8f4735c09292c695473969af57466365,Fashion Bolsas E Acessorios - 200g - 16x2x11cm,,fashion_bolsas_e_acessorios,60,83,1,200,16,2,11
bcac2cdcd851929a5caa3e1508d5abc9,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,45,928,1,800,39,6,28
dfb6e01f3415c48d80b21a9c1dd97697,Furadeira de Impacto 500W,,construcao_ferramentas_construcao,59,274,1,150,24,13,13
1cee940750667f29c969974d268656f8,Shampoo Anticaspa 500ml,,beleza_saude,41,1918,1,580,39,11,15
b15b38f8a24ce6254dfa5bc5a06f18c5,Limpa Para-brisas 500ml,,automotivo,50,214,4,1600,25,9,17
ca4a58d8a97a4e1c5822292d4cfcb4b6,Fashion Bolsas E Acessorios - 100g - 17x3x12cm,,fashion_bolsas_e_acessorios,35,385,1,100,17,3,12
e4f7023069a24c2297617d935f783a5c,Pendrive 32GB USB 3.0,,informatica_acessorios,52,294,2,1000,20,20,20
224e8e64188b2731d83c3f5bfebd29d3,Construcao Ferramentas Jardim - 1kg - 16x16x12cm,,construcao_ferramentas_jardim,54,118,1,1450,16,16,12
ace5d86cf1ac63cdb76f49e5cd23d2f8,Luminária Pendente Moderna,,moveis_decoracao,60,473,1,600,30,4,20
4462167dca28740ae5078b9dce00f199,Aromatizante Automotivo Baunilha,,automotivo,50,520,2,1200,19,6,14
1965752f8e30a01b19fea24c2577ad0d,Alimentos - 1kg - 23x15x21cm,,alimentos,28,528,1,1376,23,15,21
b61d1388a17e3f547d2bc218df02335b,Produto - 350g - 16x6x11cm,,,,,,350,16,6,11
385a33a408e9c35c9fbc2025c12f3784,Mouse Sem Fio 2.4GHz,,informatica_acessorios,52,967,1,220,22,13,12
6dbcbca84288705e65660c9b4f369134,Jogo de Blocos 100pç,,brinquedos,42,1604,1,6084,68,14,68
337be49673e511e2bd38d390cf57d7c4,Relógio Casual Masculino,,relogios_presentes,53,542,2,400,16,11,20
124a15d998dfe011681819d7c792f7bb,Shampoo Anticaspa 500ml,,beleza_saude,60,180,1,300,17,12,11
5cab8d5ca731b3de4c23b8b13b04e594,Boneca Articulada 30cm,,brinquedos,32,122,2,250,16,15,15
1dd3a0b856546758b41e8ef9935f1831,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,53,532,1,600,20,7,20
c828d9e817355cc55ab8a449b2299f25,Controle Sem Fio para PS5,,consoles_games,48,691,2,317,20,7,16
85d187257cdbf2692d10649a11c7e78b,Necessaire Viagem 5 Compartimentos,,malas_acessorios,47,414,1,2000,35,27,12
23b3e6e0aafa806f323de78534212b67,Construcao Ferramentas Jardim - 5kg - 40x16x50cm,,construcao_ferramentas_jardim,34,1007,5,5650,40,16,50
8bf5b1e066d9fb2a639f8f69d55a370d,Aromatizante Automotivo Lavanda,,automotivo,55,1440,1,575,20,10,15
cc3181a81384b6fc34602d49cb6068a6,Eletrodomesticos 2 - 18kg - 68x21x42cm,,eletrodomesticos_2,33,94,1,18450,68,21,42
ddddff18d8f990347156c317421df46d,Necessaire Viagem 5 Compartimentos,,malas_acessorios,47,114,1,1000,35,10,34
5c17022eddee34a164a87606a586dd8b,Espelho Decorativo Ovalado,,moveis_decoracao,39,400,1,450,35,35,11
26a5c56121a055cfa75ae4f9e324c024,Carregador Veicular Bluetooth FM,,automotivo,56,199,2,75,16,15,15
f7e0b1caf4e8709c62147484d5b1aa6a,Ámbar Noche Eau de Parfum,,perfumaria,55,310,3,200,20,5,13
9af87df86e72ade39565a7b20d8cecd3,Protetor Solar FPS 50,,beleza_saude,40,774,1,625,16,14,15
b9adb2d8377c195da59e75743dbb7133,Produto - 200g - 16x2x11cm,,,,,,200,16,2,11
4e9e7d1bed5934971a6ac480a0f5069f,Arranhador para Gatos 60cm,,pet_shop,35,503,2,1500,40,45,30
2e04efb6656990084af256e304d9a573,Necessaire Viagem 5 Compartimentos,,malas_acessorios,54,1632,6,650,20,40,50
74291f20821eae2aacb949b41622ef52,Colônia Esportiva 150ml,,perfumaria,42,155,1,600,20,20,30
5a719c85a2cad2da6076ea511aa4023f,Pendrive 32GB USB 3.0,,informatica_acessorios,60,1873,1,225,17,17,17
1ee079ac734051dc6b17c085dc203b0c,Eletroportateis - 550g - 20x13x21cm,,eletroportateis,57,2259,1,550,20,13,21
17597731049645b4a7cd01de0b4188d5,Jogo de Blocos 200pç,,brinquedos,50,690,1,7175,50,22,40
4a9947ec1fcec2b3321193ed5590e8cb,Relógio Esportivo Resistente à Água,,relogios_presentes,42,576,3,300,16,2,20
d0c59b22539b0b391e5834a1dae7caa8,Jogo de Blocos 100pç,,brinquedos,35,272,2,350,19,22,17
4df4e2fa82369cf0ba8bb28833d44848,Espelho Decorativo Ovalado,,moveis_decoracao,49,199,4,650,19,20,15
4c35791f944cf1550e8ae288b3f9e258,Mouse Sem Fio 2.4GHz,,informatica_acessorios,53,514,3,424,25,10,19
eb6913790ee61d3d4d8dffcbbedea827,Tapete Higiênico Cachorro 40x50cm,,pet_shop,57,1268,2,102,20,6,13
5b76cbb9c422e9f3920a1a75a88f0cf0,Casa Conforto - 200g - 30x15x15cm,,casa_conforto,28,102,1,200,30,15,15
ea697d5bbca113fdf96cf66f7aa135c8,Creme Dental Branqueador 120g,,beleza_saude,36,668,1,650,16,40,11
64df6c5d4c7440a043e13fa796eb4ac4,Caderno Universitário 200fls,,papelaria,60,466,7,400,21,7,15
148d27957e1653a2e9c8c3771f5a5a0f,Relógio Esportivo Resistente à Água,,relogios_presentes,60,628,2,200,16,11,11
614d9b959168fce3e0cbd0645acbb666,Prateleira Flutuante para Livros,,moveis_decoracao,36,80,2,400,16,28,16
675dbd52c3dadeafa9a8c96ea5a9bfc6,Fralda Ecológica Tam G (50un),,bebes,58,801,1,2300,36,30,19
5218cced384ab9377c69874bd7c703f3,Balão de Voleibol Praia,,esporte_lazer,51,1368,2,400,20,17,17
28b5eddd0f9eb2e6a7dd8a36e0a79828,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,60,279,1,300,35,4,15
52198ab6a720304fd80cac19c691a049,Creme Dental Branqueador 90g,,beleza_saude,54,3569,2,150,32,20,20
54a03278272d6b4da99f843fb8120754,Bola de Futebol Oficial,,esporte_lazer,52,920,4,600,35,15,30
919f371545037a68a1585ef9f0b9494a,Ventilador de Mesa 40cm,,climatizacao,52,1427,1,10050,51,49,24
665839d5bdf604c2909beca037c57144,Jogo de Blocos 200pç,,brinquedos,22,265,1,420,28,12,22
a7f2b139c27a47d32a6ab4529c65c134,Relógio Casual Masculino,,relogios_presentes,59,168,3,200,16,2,11
c2c951d6f458fe552a49dcd590bdb4a6,Cama Mesa Banho - 1kg - 35x3x30cm,,cama_mesa_banho,55,661,1,1200,35,3,30
df3975eccff1508fbdf8874d3b4edadc,Livros Tecnicos - 500g - 25x4x18cm,,livros_tecnicos,53,1909,1,500,25,4,18
3cb11cc74ce2cf42fd23d867c18a7745,Trem Elétrico com Trilhos,,brinquedos,58,701,6,2250,55,12,35
c2c4115f38ec8f43e1052cf0735e289b,Prateleira Flutuante para Sala,,moveis_decoracao,39,202,1,2300,40,10,30
3ea344b27741300cc4724d2a5af94460,Cama Mesa Banho - 1kg - 20x30x30cm,,cama_mesa_banho,57,729,1,1500,20,30,30
e8f625d123fb9e3cdf3e99bda7db0db1,Balão de Voleibol Praia,,esporte_lazer,54,664,1,250,22,10,15
89005f5c60b53829a9a617fe5e292221,Carregador Veicular Bluetooth FM,,automotivo,40,622,6,700,40,15,40
298f838b1798d952580d034bf84bd33a,Luminária Pendente Vintage,,moveis_decoracao,59,646,1,300,20,30,20
1d3d7e2bc2cb75e4e2c798ec9aae0279,Capa para iPhone 13,,telefonia,57,1260,2,175,17,3,12
0f8977d115c52d93a05dd4eb7052baff,Cama Mesa Banho - 3kg - 46x12x43cm,,cama_mesa_banho,59,266,1,3975,46,12,43
353f9040451759cc7153da959db1e531,Camiseta Geek Estampada,,cool_stuff,48,662,2,18600,38,74,38
8bc6752b88d4909a129ee0abfd76875b,Coleira Antipulgas 8 Meses,,pet_shop,17,746,1,300,16,4,11
c83bfa25f218562a2db2cb8abce10e1e,Telefonia Fixa - 100g - 16x16x16cm,,telefonia_fixa,63,150,2,100,16,16,16
9892435c317b92530812ef9fe68cffc6,Fashion Bolsas E Acessorios - 200g - 16x2x11cm,,fashion_bolsas_e_acessorios,51,731,1,200,16,2,11
332f784cac57e18f1194e8156ad5bd9d,Shampoo Anticaspa 300ml,,beleza_saude,55,1735,1,2550,20,40,25
09ae715b435241d687067cb868b056a7,Organizador de Gavetas 3 Níveis,,utilidades_domesticas,42,1182,1,15050,60,25,60
c76ce8f19e21cfc8226f0551ed5da750,Suporte de Celular Articulado,,cool_stuff,54,940,1,1800,42,25,15
0f4d27b820e317c951649da022895e0e,Trem Elétrico com Luzes e Som,,brinquedos,37,337,1,325,17,18,12
926ecae86335e45fea05e1e39e9a5be9,Tábua de Picar Bambu (3pç),,utilidades_domesticas,51,339,2,9500,42,54,25
557484a8965bdc4e548658239f7663fd,Kit de Poda (Tesoura + Serrote),,ferramentas_jardim,52,1493,6,4000,30,21,24
ceeba7d5636e59173cc5f484e913db3d,Produto - 30kg - 65x65x65cm,,,,,,30000,65,65,65
70cc46ccdfff951dd7829395bce256ca,Cortador de Grama Sem Fio,,ferramentas_jardim,54,1318,1,700,30,10,20
3d4c249691c5ff13ec7946d4d7a1aaa0,Película de Vidro Temperado Universal,,telefonia,56,160,2,150,20,5,12
167752e318335bf6bdd6906c4c470266,Bola de Futebol Oficial (Edição Especial),,esporte_lazer,48,1422,1,200,18,8,14
2b5000342506556984dc8d0dcdbd4921,Geladeira Frost Free 400L,,eletrodomesticos,58,108,1,150,27,13,17
06ce9c3e61c7a07f872f8317a7dc534d,Shampoo Anticaspa 300ml,,beleza_saude,42,3887,1,100,16,8,11
2f763ba79d9cd987b2034aac7ceffe06,Fone de Ouvido Bluetooth 5.0,,eletronicos,45,1198,2,595,8,6,6
e5d51a994a31fdaf8d7ec087d31a9576,Shampoo Anticaspa 300ml,,beleza_saude,44,610,1,600,26,6,18
31d6f0a621ee145ae8c70304cf564483,Relógio Casual Feminino,,relogios_presentes,54,691,2,200,16,2,11
b9055c6417cea84a8198fec56ff6148f,Construcao Ferramentas Iluminacao - 2kg - 30x30x30cm,,construcao_ferramentas_iluminacao,58,291,1,2350,30,30,30
3f9714af5d7efa95476ebf732c9078c8,Cortador de Grama Sem Fio,,ferramentas_jardim,39,120,2,200,25,5,12
995e25d9b46dee183004994645768d95,Bola de Futebol Oficial (Edição Especial),,esporte_lazer,57,722,4,500,16,15,20
f9aa001a859b11fd798bb386f3d07eb0,Coleira Antipulgas 8 Meses,,pet_shop,54,802,17,9000,33,30,44
05e75e2ebb007f6cadbc9925311b014b,Prateleira Flutuante para Livros,,moveis_decoracao,63,522,2,500,80,10,60
77e54bccbb383f52f76910f34d4cda43,Protetor Solar FPS 50,,beleza_saude,32,1032,1,100,16,2,11
8650c4bacaf0a2cd9ce38bd72004c276,Shampoo Anticaspa 300ml,,beleza_saude,42,951,2,400,18,18,18
68db47d312d0b87e469762f0481d3b9c,Kit de Poda (Tesoura + Serrote),,ferramentas_jardim,60,681,4,16900,38,70,38
2756f88aa420dd0c5aa25b2db78d4664,Carregador Rápido USB-C 20W,,telefonia,58,381,3,200,19,4,11
be19e1611a6015a66266d199ff3ccce0,Headset Gamer 7.1 Surround,,consoles_games,38,456,1,150,29,2,16
56e04ad5959e2c30a6754d9cc1f098f2,Portateis Casa Forno E Cafe - 225g - 18x18x16cm,,portateis_casa_forno_e_cafe,46,490,1,225,18,18,16
1f8281d23bd0d53a9d2cea4bad53ca58,Luminária Pendente Vintage,,moveis_decoracao,52,745,4,18200,40,60,40
d2806dfb8e3474bcba8b5bcd771ff12c,Trem Elétrico com Trilhos,,brinquedos,58,789,2,790,28,24,31
0eb41884a8773e019708fb8409fd8347,Fralda Ecológica Tam G (50un),,bebes,41,1064,1,21467,76,57,51
1c0b635cee597371e54d222a1d8e0386,Relógio Casual Feminino,,relogios_presentes,52,706,2,300,16,11,11
3651da23518f818b7da19d3ec6c69f5e,Luminária Pendente Moderna,,moveis_decoracao,33,1405,3,150,35,2,25
37c4c3f162a9549087175b1391df2f02,Protetor Solar FPS 50,,beleza_saude,30,530,1,975,19,12,15
407eeaa1c0dcd776f6c2ad41db4c62e5,Capa para iPhone 13,,telefonia,56,1613,2,304,19,11,16
da37b504ecf6099b4f8af452ebdab0cc,Berço Portátil Dobrável,,bebes,39,1285,2,8200,40,35,35
04b2173a311a1fe1a8c90a59c0a0f474,Coleira Antipulgas 8 Meses,,pet_shop,41,186,2,700,16,35,25
661d83b6b4988942aa9b449b57e12f81,Trem Elétrico com Luzes e Som,,brinquedos,60,48,1,1400,60,30,16
e337509290028e0c81c0ac93d7b1234e,Aromatizante Automotivo Lavanda,,automotivo,46,2145,8,18000,50,20,20
50571d0f0f8ffbeec1c64cefeec01135,Fashion Bolsas E Acessorios - 350g - 43x16x27cm,,fashion_bolsas_e_acessorios,58,526,5,350,43,16,27
b1fa0cf0885504d458c2a48e376ea087,Espelho Decorativo Ovalado,,moveis_decoracao,52,603,2,1200,65,12,12
9d358fd2a77935cffa32834b50cfb21e,Caneca Criativa 350ml,,cool_stuff,53,953,1,1200,42,25,15
3ae4b63ae37e03994e257921c73d50b8,Cama Mesa Banho - 7kg - 38x45x52cm,,cama_mesa_banho,59,282,2,7683,38,45,52
de907886b218bfa2e0097c1fdff81785,Fone de Ouvido Bluetooth 5.0,,eletronicos,60,443,2,100,22,4,11
d82bca823d7ea924fb38e011970205dd,Luminária Pendente Moderna,,moveis_decoracao,49,1720,2,600,65,11,11
7ce49c8945602088c4c4ca3e0ceb8244,Produto - 1kg - 35x3x35cm,,,,,,1400,35,3,35
27c63413ca2806bcab40a31d0f862a59,Ventilador de Mesa 40cm,,climatizacao,60,1271,1,4550,40,21,32
a93ad122024312ca432da7f7b32474b4,Cama Mesa Banho - 1kg - 48x12x44cm,,cama_mesa_banho,48,267,1,1588,48,12,44
98bf9f3941be6afbca9ea37f8eb0c466,Coleira Antipulgas 8 Meses,,pet_shop,40,287,6,1400,20,16,22
1fd95182c672cf5b10c82207ca5dab97,Limpa Para-brisas 1L,,automotivo,58,797,5,1100,23,7,38
ac01b71ddb644fe8806e71a6030accf9,Espelho Decorativo Ovalado,,moveis_decoracao,29,250,2,800,32,6,28
35e26f65c3f380cfe6257d771fb067d2,Balão de Voleibol Praia,,esporte_lazer,45,1134,1,867,26,15,18
089cc17c8bf2226d13648392e33dabd7,Mouse Óptico USB,,informatica_acessorios,32,999,3,225,17,5,20
3fddda7e92c16fa45033a4373a116e00,Colônia Esportiva 150ml,,perfumaria,45,650,1,75,11,11,8
f110a8fd4a8052d5717ce2adc2bb71d0,Balão de Voleibol Praia,,esporte_lazer,57,1176,4,3350,66,6,43
b76d57984db550fe9e6f3ad3467e3025,Market Place - 1kg - 20x40x21cm,,market_place,63,1498,4,1800,20,40,21
5bf681c3d83a332fbb49765e3e572145,Lixeira Automática 12L,,utilidades_domesticas,44,205,6,100,16,7,20
a7bbff32c7321478b29f924301a1867d,Tábua de Picar Bambu (3pç),,utilidades_domesticas,31,322,2,300,25,6,15
b88d27345de2feed45475bb48cca74b1,Caderno Universitário 200fls,,papelaria,55,787,2,300,16,5,17
52261c8a90724edab7b960c69dbf7a9c,Tábua de Picar Bambu (3pç),,utilidades_domesticas,24,761,4,950,21,27,21
c72f08f769081bfde2959e39c5bde5d4,Perfume Aventus 50ml,,perfumaria,43,478,1,100,20,20,20
7446478ea3cd9ec46d67ad284c09df66,Cama Mesa Banho - 1kg - 30x23x11cm,,cama_mesa_banho,48,2154,1,1800,30,23,11
c857b96593773e940454e76efa8eabb3,Espelho Decorativo Ovalado,,moveis_decoracao,55,133,1,700,35,4,30
ceae7ba6df69ce2b3d1ec03bcfafc31a,Carregador Veicular Bluetooth FM,,automotivo,59,586,3,1125,60,8,33
683f5eb77d76cc28e35f087731199974,Organizador de Gavetas 3 Níveis,,utilidades_domesticas,44,343,1,1200,36,12,23
4834f24983a4f056e5ae64265f723aaf,Smartwatch Série 7,,eletronicos,52,468,3,230,16,14,15
575e0e0242a7a1900558645915d3d9f8,Alimentos Bebidas - 300g - 20x20x20cm,,alimentos_bebidas,57,1551,1,300,20,20,20
